beta_0,beta_1,beta_2
6.2637457663763119,0.21047866064473161,0.016364643069921699
6.273204713348286,0.20831381584572295,0.016775256801878996
6.2349688194281656,0.20902379758843576,0.017225222311342315
6.2257123145191953,0.21039328635915094,0.017211813322749951
6.2912724460339433,0.20740499868022916,0.016502132042262651
6.24808729205267,0.21174452269080121,0.016554611897277742
6.3181285875977604,0.20591711907472782,0.016162896424615481
6.218222584809503,0.21208590764980267,0.016930015162777656
6.2232959232551792,0.21069028612728005,0.016884769925302006
6.2896080487335775,0.20610816783105451,0.016682064228602335
6.2669255083288951,0.20806546801823753,0.016838050741114961
6.2631698073508479,0.20569999864778341,0.017412584578458391
6.2930924262904639,0.20516911775975433,0.016702110186515653
6.2074559364814919,0.21208794168670347,0.017136586915917379
6.2570096293458901,0.20938508101857106,0.016734418854336575
6.272776895300944,0.20729682878979672,0.01665172970168222
6.159294395724511,0.21494712549987458,0.01727888417101963
6.3061901165695797,0.20686131157302703,0.01622597409428115
6.2666305178830433,0.20755765017375141,0.01704780277223384
6.2381886773309549,0.20893867990318901,0.017210957155693631
6.2485972858632284,0.20791220222727474,0.017219802331877938
6.2787816283677085,0.20604618247325279,0.017061462641630606
6.2371867650369603,0.21062769873529283,0.016932414960723095
6.2628141826590751,0.20783621002906197,0.016872877757745344
6.2630807060240068,0.20639072708799422,0.017200680830643064
6.2644936776608544,0.20787926615266042,0.017129842615059992
6.216667957683371,0.21083072294797059,0.017064214207187602
6.2502035769207733,0.21003158343813477,0.016799407284513592
6.2435754613530596,0.2087300962555047,0.017196887806158509
6.2325283605869997,0.21078320866917732,0.016939111878963711
6.2549309730088734,0.20881624317570882,0.016808658153259159
6.21117771870989,0.2082575139663288,0.017665709777926308
6.2730853632639008,0.20715368028862124,0.016925502676736814
6.2959427175240492,0.20703702906159838,0.016494698188123789
6.2903219773468138,0.20767745552846661,0.016458505463424474
6.2924585140199856,0.20574642707129429,0.016856179342933476
6.2684063886732542,0.20836228371899215,0.016679878649278515
6.3232870481010117,0.20582654494283689,0.016388680619114332
6.2722673627989547,0.20871285560711361,0.016608921844550664
6.2682669012733427,0.20751610119947214,0.016719205575457311
6.2431652928164016,0.20817786948878653,0.017102821532560628
6.2382614870156079,0.21063550965968625,0.016938237507185181
6.2395257943530122,0.21073305356239763,0.016561196862991283
6.3157329792440438,0.20537546207598495,0.016462051131745741
6.2829432530897771,0.20856720698413569,0.016491994290990721
6.2579652573198894,0.2085977810922677,0.01690894858693066
6.267800578750899,0.20747409998252372,0.016860159621139764
6.2699545036527642,0.2057756432645092,0.017319333592738347
6.2327626073651956,0.21041105545048849,0.017067021250956993
6.2405802710420692,0.2086944358908856,0.017206778555241001
6.2675089147841074,0.20678752424409608,0.017023621051830591
6.2697309524820071,0.20861341043904735,0.016599008238344034
6.3102000238819409,0.20528954730317642,0.016626100314049382
6.2394090676353313,0.20789036216021681,0.017430695822836902
6.2434986599718689,0.20786843077674408,0.01738968199622698
6.2411018538014833,0.20880654085686123,0.017168221381663282
6.2572143609892441,0.20689056225079266,0.017260404888500721
6.2726466162509515,0.20654734762025484,0.017160078955682025
6.2837736252049972,0.20786100319602641,0.016839747150184808
6.2556528156849538,0.21024855401050552,0.016527458075358444
6.2633273755603414,0.2079839128579723,0.016846292755445046
6.1700595976931227,0.21390572281856746,0.017315369075932726
6.1937906446913074,0.2105703571903581,0.017644562323240794
6.2456842819173328,0.20944468718977038,0.016852559772056595
6.3106884071569835,0.20416586022043687,0.016778865331983972
6.2898235757504581,0.20608943158246473,0.016615642951058829
6.2555166235039383,0.20992981574667754,0.016652461065811561
6.2488761303676643,0.21000402058419232,0.016593234808721984
6.2885920514117259,0.20606791452505238,0.016973583587463016
6.2773351115675737,0.20838198799836152,0.016449832762722705
6.2405695599070024,0.20914032341410546,0.017032466388097797
6.2627136500345344,0.20741939979051877,0.017099479502920827
6.259328003522552,0.20744691440642751,0.01696862113150072
6.2981165820378893,0.20736810841357331,0.016368183952505198
6.2145295187231824,0.21100971400384999,0.017444155320845735
6.2920907686097474,0.20489219391208024,0.017230008911493518
6.267339400339921,0.20964729634354351,0.016540933113753944
6.2887448492184559,0.20757343782423354,0.016607223072788616
6.2957961710394734,0.20608382760185245,0.016636071891747449
6.2305684117261491,0.21050443605085351,0.016965108423631692
6.2406784091192842,0.20913983600669733,0.01712743468297543
6.2895393089456473,0.20521707645260781,0.017142350342432271
6.3034189121990023,0.20411328704011827,0.016957959609667925
6.2326816175591766,0.20975743019102841,0.017232447333985195
6.2463681811954164,0.20901182371472724,0.017162848348093958
6.252894329326744,0.20739806446169723,0.017457885517566201
6.2492908211127824,0.20684167613892601,0.017359207916806115
6.2498592492679785,0.2087108689957225,0.017283579594437638
6.2379407356622112,0.2088003650726396,0.017188314006044429
6.2482554094599836,0.20722531000905448,0.017335389380247278
6.1963088964459567,0.21112983231966942,0.017520702007250127
6.2552665262918836,0.20747566893925951,0.017225051914010369
6.2771726604002014,0.20663603869734176,0.016803340453952927
6.2501855789722205,0.20678275876011426,0.01727008168872916
6.2343256135623051,0.21082899174454917,0.017029895810085086
6.2292645657305767,0.20882832051435327,0.017258918903492793
6.2459938516944522,0.21010546549609749,0.016961401418070232
6.2699279187387038,0.20882230014285197,0.016716551215301721
6.2548208829159613,0.20775599226665589,0.016979127684073773
6.2789451247339478,0.20655062999585311,0.016935754632109879
